39,1,1,1,12,6.08,32,0.886,0.076,7,6,0,0.512,2,0
49,1,1,1,24,3.84,50,0.639,0.135,5,4,3,0.393,6,0
65,0,1,1,18,4.73,66,0.534,0.58,5,8,3,0.197,3,0
63,1,1,0,12,4.87,87,0.874,0.871,0,5,3,0.887,3,0
64,1,0,0,24,5.2,64,0.963,0.527,8,3,2,0.201,7,0
58,0,0,0,12,4.67,54,0.478,0.666,7,0,4,0.513,0,0
33,1,0,0,24,5.1,55,0.825,0.812,7,0,3,0.979,4,0
46,1,0,0,12,6.02,84,0.584,0.158,7,6,0,0.532,4,0
55,1,0,0,0,6.13,74,0.687,0.839,9,5,4,0.324,0,0
32,1,1,1,18,5.68,79,0.488,0.733,4,5,3,0.697,6,0
48,0,0,0,18,5.64,47,0.574,0.807,4,0,4,0.392,5,0
44,1,1,1,18,6.2,71,0.205,0.743,1,5,1,0.224,8,0
47,0,0,0,12,5.75,44,0.991,0.425,7,8,1,0.621,0,0
38,0,0,0,24,4.64,79,0.67,0.14,8,8,5,0.819,0,0
40,0,1,1,18,6.11,54,0.358,0.287,1,10,0,0.831,3,0
42,0,0,0,18,6.16,55,0.513,0.632,9,1,2,0.096,4,0
60,1,1,0,24,5.46,72,0.974,0.632,10,3,5,0.966,7,0
50,0,0,0,18,3.9,33,0.37,0.815,1,7,5,0.976,9,0
65,0,0,1,12,6.44,51,0.781,0.978,7,6,0,0.193,4,0
61,1,0,0,24,3.62,70,0.62,0.935,2,10,2,0.033,8,0
35,1,1,1,0,6.4,63,0.576,0.846,3,10,1,0.671,1,0
50,1,0,0,0,4.82,47,0.687,0.038,4,0,1,0.833,4,0
33,1,1,0,18,5.86,48,0.815,0.2,1,3,3,0.842,6,0
57,1,0,1,18,3.62,72,0.753,0.31,4,10,4,0.639,6,0
41,0,0,1,0,3.57,61,0.731,0.665,7,6,4,0.436,3,0
50,1,1,1,0,5.52,42,0.746,0.843,2,2,0,0.622,6,0
33,0,1,1,18,5.1,75,0.344,0.72,3,10,5,0.984,3,0
63,1,1,0,12,4.58,32,0.741,0.405,9,3,5,0.765,5,0
32,0,0,0,12,4.43,33,0.877,0.202,0,1,5,0.113,5,0
36,1,0,0,24,5.67,48,0.331,0.599,6,6,5,0.611,2,0
50,0,0,0,12,4.17,68,0.984,0.966,7,9,1,0.505,9,0
51,1,1,0,12,6.39,53,0.816,0.873,10,8,0,0.828,8,0
65,0,0,0,0,5.73,52,0.215,0.792,9,3,5,0.368,9,0
52,1,0,1,24,5.49,42,0.832,0.534,3,3,4,0.179,8,0
34,0,0,0,24,4.3,75,0.434,0.628,10,9,5,0.296,1,0
39,1,1,1,0,5.55,57,0.364,0.442,3,3,3,0.053,1,0
45,1,1,1,18,4.56,43,0.768,0.113,9,5,1,0.116,8,0
63,0,0,0,0,5.15,67,0.383,0.02,2,3,5,0.275,3,0
38,0,1,1,12,6.42,46,0.7,0.038,4,3,1,0.517,2,0
47,0,0,1,18,4.43,87,0.264,0.364,6,0,4,0.878,0,0
32,1,1,0,18,3.99,32,0.541,0.182,0,7,1,0.7,2,0
35,0,1,1,24,4.63,47,0.696,0.829,9,0,0,0.214,1,0
51,1,0,1,12,5.5,35,0.336,0.452,9,4,0,0.593,6,0
53,0,0,0,12,6.43,59,0.586,0.656,2,8,2,0.961,6,0
42,0,1,0,0,4.31,44,0.582,0.211,9,0,1,0.575,7,0
34,1,1,0,12,5.6,42,0.896,0.759,9,6,3,0.938,10,0
37,1,1,0,18,3.6,45,0.405,0.478,7,8,2,0.591,4,0
57,0,1,1,12,6.15,62,0.215,0.664,7,3,3,0.989,10,0
56,1,1,0,24,4.18,65,0.985,0.929,7,1,3,0.53,7,0
50,1,1,1,24,4.76,75,0.492,0.702,8,8,5,0.027,5,0
51,0,1,1,18,5.93,35,0.979,0.556,2,9,3,0.84,9,0
62,1,0,0,24,4.12,40,0.321,0.616,7,5,4,0.615,0,0
58,1,0,0,24,4.41,58,0.368,0.447,3,0,1,0.222,2,0
49,0,1,0,0,3.69,67,0.927,0.316,6,8,0,0.39,3,0
34,1,0,1,18,4.63,66,0.245,0.008,2,5,5,0.038,4,0
52,1,1,1,12,5.32,67,0.417,0.512,3,4,5,0.63,2,0
58,1,1,0,12,5.04,56,0.813,0.428,10,4,5,0.464,2,0
52,0,1,0,24,5.86,54,0.351,0.752,10,9,1,0.967,6,0
33,0,0,1,18,4.03,39,0.724,0.74,2,5,0,0.063,0,0
45,1,0,1,12,4.63,44,0.56,0.205,6,4,1,0.837,1,0
60,0,1,0,18,5.48,73,0.283,0.323,3,4,0,0.232,7,0
52,0,1,0,18,4.1,75,0.325,0.909,9,10,3,0.543,9,0
49,1,0,0,24,6.21,84,0.85,0.495,1,6,3,0.502,9,0
48,0,1,0,24,4.61,41,0.933,0.192,7,10,5,0.122,10,0
64,0,0,0,18,5.15,32,0.342,0.906,6,5,0,0.011,4,0
42,0,1,1,12,6.49,38,0.266,0.598,8,4,2,0.67,7,0
51,0,1,1,0,4.1,88,0.803,0.309,9,2,1,0.218,3,0
44,0,1,0,24,4.87,32,0.389,0.469,8,5,2,0.153,8,0
60,0,1,0,0,6.1,65,0.514,0.381,7,4,0,0.503,7,0
46,0,0,1,18,5.54,54,0.847,0.406,1,10,5,0.722,7,0
46,0,1,0,24,5.69,51,0.466,0.276,6,10,1,0.722,2,0
53,0,0,1,24,4.77,68,0.811,0.887,3,1,3,0.099,5,0
48,1,0,0,0,5.17,37,0.734,0.934,2,6,0,0.831,0,0
38,0,0,1,12,6.16,38,0.771,0.81,9,7,0,0.873,5,0
41,1,1,0,24,4.5,74,0.739,0.404,5,8,0,0.344,6,0
33,1,1,1,24,6.42,82,0.953,0.29,5,8,0,0.556,0,0
62,1,1,1,0,5.81,88,0.459,0.77,7,8,0,0.035,1,0
44,0,0,1,0,6.16,41,0.608,0.496,2,9,0,0.304,4,0
61,0,0,1,12,5.72,83,0.41,0.033,5,1,5,0.945,2,0
64,1,0,1,0,3.6,41,0.271,0.812,3,4,2,0.435,6,0
48,1,1,0,0,5.16,45,0.757,0.82,0,7,3,0.723,3,0
34,1,0,1,12,6.07,67,0.768,0.492,8,9,0,0.246,0,0
61,1,0,1,12,4.02,77,0.39,0.85,8,8,1,0.518,6,0
62,1,0,0,0,5.8,59,0.326,0.971,10,10,1,0.341,9,0
34,0,1,0,18,4.8,57,0.787,0.887,5,5,1,0.754,7,0
42,1,1,0,0,5.14,40,0.306,0.238,4,9,3,0.995,6,0
63,0,0,0,24,6.47,44,0.235,0.407,5,9,5,0.848,5,0
34,0,0,1,0,4.53,87,0.368,0.81,2,4,2,0.815,4,0
63,1,1,1,12,4.65,34,0.397,0.427,1,10,5,0.114,6,0
34,1,1,0,0,4.65,43,0.974,0.024,10,6,4,0.59,6,0
63,1,0,0,24,6.37,62,0.795,0.421,0,2,2,0.222,5,0
37,0,1,0,12,6.11,46,0.377,0.734,9,8,0,0.503,0,0
52,0,1,1,0,4.04,64,0.432,0.998,10,4,1,0.681,10,0
51,0,0,1,0,5.55,83,0.956,0.179,9,0,5,0.122,3,0
45,1,0,0,18,4.67,84,0.203,0.61,3,10,0,0.934,7,0
41,1,1,1,18,4.37,40,0.447,0.009,5,3,3,0.298,7,0
64,0,1,1,12,6.21,82,0.873,0.635,3,1,3,0.219,3,0
54,1,0,0,0,6.39,36,0.674,0.187,10,3,3,0.984,0,0
62,1,1,0,0,4.81,37,0.987,0.616,4,6,2,0.269,0,0
66,1,1,0,24,3.92,48,0.899,0.496,0,1,4,0.462,3,0
46,1,1,0,24,4.15,45,0.315,0.147,7,6,5,0.513,3,0
42,1,1,1,0,5.2,54,0.774,0.617,2,4,3,0.087,3,0
47,1,1,0,24,3.72,35,0.9,0.532,10,0,4,0.985,4,0
32,1,0,1,24,4.04,72,0.713,0.874,8,7,3,0.11,5,0
39,0,1,0,18,4.52,81,0.861,0.584,7,0,1,0.398,1,0
35,1,1,0,24,5.32,60,0.415,0.448,5,2,3,0.924,7,0
65,1,1,1,24,4.8,82,0.784,0.873,3,10,0,0.513,6,0
64,0,0,1,18,3.76,49,0.657,0.051,5,7,0,0.349,9,0
47,0,0,1,12,4.8,36,0.91,0.792,8,8,0,0.588,6,0
47,1,0,0,12,5.51,75,0.303,0.26,10,7,5,0.429,7,0
42,0,1,0,18,5.6,61,0.394,0.402,0,4,1,0.521,0,0
42,0,0,0,0,5.12,59,0.268,0.777,1,6,5,0.879,0,0
46,0,1,1,24,5.14,72,0.825,0.634,7,2,2,0.332,2,0
55,1,1,0,24,6.37,62,0.518,0.127,1,1,3,0.843,1,0
54,0,1,0,12,6.31,72,0.52,0.967,4,7,1,0.663,1,0
35,0,1,0,24,4.99,46,0.53,0.496,1,0,3,0.44,3,0
54,0,1,0,18,3.57,75,0.667,0.765,0,1,4,0.845,0,0
47,0,1,0,18,3.89,54,0.849,0.436,10,10,4,0.455,5,0
61,1,1,0,24,5.64,45,0.918,0.111,2,8,3,0.426,4,0
58,0,1,0,18,5.88,87,0.785,0.479,5,10,4,0.803,0,0
59,0,0,0,18,4.56,61,0.39,0.533,3,0,0,0.875,2,0
38,1,0,1,12,3.63,56,0.812,0.411,10,6,4,0.453,5,0
36,0,0,1,18,3.85,44,0.666,0.176,8,7,4,0.854,6,0
39,0,1,0,24,5.33,46,0.244,0.699,4,8,5,0.211,2,0
47,0,1,0,24,5.85,62,0.865,0.399,2,5,4,0.718,0,0
59,0,0,0,12,4.14,72,0.858,0.54,4,3,5,0.494,10,0
61,1,1,1,24,4.18,39,0.233,0.313,5,2,0,0.847,4,0
44,1,1,1,18,4.59,36,0.318,0.533,2,3,0,0.428,6,0
43,1,0,0,24,4.61,55,0.248,0.29,4,10,1,0.155,3,0
37,1,0,0,0,6.42,57,0.57,0.587,10,10,5,0.082,7,0
60,0,1,0,18,5.81,61,0.927,0.764,8,6,4,0.109,0,0
59,0,0,1,0,5.91,45,0.794,0.631,2,3,1,0.14,3,0
51,0,1,0,24,4.72,40,0.726,0.924,3,5,0,0.709,1,0
33,1,1,0,0,5.74,62,0.443,0.108,6,1,4,0.205,0,0
39,0,0,1,0,5.44,38,0.495,0.303,10,10,3,0.83,6,0
55,1,0,1,12,3.81,37,0.883,0.927,5,7,0,0.441,9,0
46,0,1,0,0,5.8,45,0.279,0.043,9,9,2,0.508,3,0
58,0,1,0,0,3.55,48,0.79,0.055,9,10,2,0.248,9,0
60,1,0,1,0,6.02,41,0.257,0.353,4,5,5,0.372,6,0
40,1,1,1,18,5.93,32,0.531,0.788,4,2,2,0.217,3,0
33,1,1,1,0,5.75,77,0.761,0.801,3,6,0,0.841,3,0
43,0,0,0,18,5.76,76,0.329,0.584,8,2,2,0.981,10,0
51,1,1,1,18,6.42,53,0.826,0.859,6,4,4,0.073,8,0
57,0,1,0,24,5.9,87,0.905,0.678,10,8,3,0.741,6,0
50,0,0,1,12,5.02,32,0.537,0.851,8,9,1,0.3,10,0
48,0,0,0,12,4.36,41,0.654,0.493,9,9,1,0.37,6,0
60,1,0,1,18,6.41,76,0.391,0.363,10,9,4,0.95,4,0
43,0,0,0,24,3.99,82,0.69,0.953,10,8,1,0.382,8,0
36,1,1,0,24,4.62,64,0.393,0.625,7,5,0,0.088,6,0
40,0,0,0,0,4.07,58,0.286,0.752,1,4,0,0.55,5,0
65,0,0,1,18,4.62,63,0.644,0.09,9,9,1,0.211,9,0
38,0,1,1,0,5.26,71,0.296,0.298,6,6,3,0.769,2,0
45,1,0,1,18,5.18,74,0.946,0.039,2,4,0,0.142,4,0
32,1,0,0,0,5.79,69,0.853,0.399,7,10,2,0.817,6,0
53,1,0,0,0,4.5,54,0.895,0.762,8,7,2,0.661,0,0
48,1,1,1,12,4.83,46,0.201,0.57,10,1,3,0.014,0,0
45,1,0,0,0,3.99,53,0.289,0.327,8,3,3,0.197,2,0
41,0,1,1,24,6.36,79,0.389,0.248,9,3,0,0.42,6,0
65,0,1,0,24,4.83,79,0.941,0.815,8,9,4,0.9,1,0
58,0,0,0,24,3.93,45,0.927,0.072,1,4,3,0.006,3,0
57,1,0,1,18,3.89,80,0.836,0.491,10,6,4,0.655,10,0
41,1,1,0,0,3.86,42,0.857,0.137,0,9,2,0.505,1,0
47,0,0,0,0,6.15,71,0.257,0.265,3,0,3,0.2,1,0
60,1,0,0,24,4.42,61,0.547,0.752,9,6,3,0.725,2,0
65,1,0,1,24,4.06,48,0.339,0.46,7,0,3,0.379,8,0
33,1,1,1,18,5.27,50,0.939,0.904,9,0,0,0.892,0,0
32,0,1,0,0,4.34,59,0.292,0.574,4,0,4,0.347,5,0
33,1,0,1,0,6.03,78,0.625,0.608,4,3,0,0.611,8,0
45,0,0,1,0,5.68,61,0.754,0.547,2,3,2,0.466,3,0
51,0,0,1,0,5.81,85,0.99,0.208,7,10,0,0.173,9,0
34,0,1,0,18,6.27,50,0.505,0.383,6,8,2,0.502,1,0
66,1,0,1,24,3.99,57,0.385,0.175,2,9,3,0.792,10,0
54,0,0,0,12,4.3,51,0.958,0.707,5,2,0,0.494,2,0
56,1,0,0,18,4.68,71,0.583,0.91,6,2,2,0.741,9,0
45,1,0,1,0,4.6,70,0.203,0.604,10,3,2,0.156,0,0
59,0,0,1,0,5.13,37,0.222,0.927,9,1,4,0.142,0,0
33,1,0,0,24,5.68,51,0.737,0.949,10,6,1,0.434,4,0
39,1,0,0,24,4.5,34,0.521,0.812,4,0,3,0.226,8,0
47,1,0,0,0,6.21,50,0.411,0.854,9,7,5,0.471,8,0
41,1,0,0,0,3.62,55,0.589,0.99,0,7,2,0.701,4,0
65,0,0,0,0,5.41,71,0.794,0.925,0,9,1,0.068,8,0
55,0,0,0,18,5.41,62,0.416,0.122,5,5,5,0.573,1,0
62,1,0,1,24,5.24,57,0.787,0.447,9,7,0,0.164,7,0
58,1,1,1,24,5.41,35,0.951,0.854,7,1,1,0.093,0,0
46,1,0,0,12,4.35,63,0.334,0.835,5,6,0,0.98,3,0
63,1,0,1,24,6.29,40,0.834,0.464,4,7,2,0.628,0,0
42,1,1,1,18,4.74,39,0.371,0.009,5,5,3,0.37,0,0
50,1,1,0,18,4.49,47,0.388,0.209,8,2,5,0.972,1,0
62,0,0,1,18,4.37,33,0.713,0.579,2,8,5,0.837,8,0
59,0,1,0,0,3.61,48,0.609,0.258,5,0,5,0.601,7,0
62,1,0,1,12,5.08,86,0.572,0.5,9,1,5,0.26,9,0
38,1,1,1,12,3.87,87,0.254,0.414,8,10,0,0.741,10,0
35,1,0,1,24,5.53,80,0.665,0.436,5,7,1,0.289,10,0
54,1,1,0,24,3.88,71,0.304,0.778,1,7,3,0.209,10,0
56,0,1,0,0,5.09,71,0.481,0.079,0,3,5,0.003,2,0
54,0,1,1,12,5.47,60,0.864,0.655,4,5,5,0.597,3,0
41,1,1,1,12,4.29,63,0.707,0.887,5,4,2,0.954,2,0
46,0,0,0,24,4.0,52,0.982,0.694,9,1,0,0.093,1,0
66,0,1,0,18,5.13,75,0.438,0.067,8,2,4,0.311,9,0
62,1,0,0,24,3.56,59,0.412,0.338,8,1,0,0.028,8,0
48,0,1,0,12,6.32,59,0.205,0.19,9,3,3,0.12,7,0
40,0,0,1,18,4.94,69,0.951,0.543,10,7,3,0.616,1,0
33,1,1,1,0,4.58,35,0.399,0.354,5,3,4,0.915,8,0
46,1,0,0,24,5.83,44,0.349,0.057,2,7,1,0.224,10,0
64,1,0,1,18,4.95,44,0.205,0.393,7,3,1,0.986,10,0
51,1,1,0,18,4.13,38,0.284,0.891,0,7,1,0.755,8,0
66,1,1,0,18,4.64,38,0.572,0.69,3,7,3,0.928,9,0
